LicenseNbr,LicenseAppStatus,DoingBusinessAsName,LicExpirationDate,LicExpirationStatus,AddressFull,AddrStreetNo,AddrStreetDir,AddrStreetName,AddrStreetType,AddrUnit,PrimarilyRestaurant,RetailFoodEstab,RestaurantMobileCart,RestaurantMobileBase,RetailMobileCart,RetailMobileBase,FarmersMarket,RecDate,EstablishmentType,AddrCity,ESRI_OID
46190-34096,Active,Junction Ridge Apartments,2024/06/30 05:00:00+00,Active,"8406 ISAAC DR
MADISON, WI 53719",8406,,ISAAC,DR,,,,,,,,,2024/02/24 11:00:07+00,Swimming Pool,MADISON,119
46833-35367,Active,Wilson's Bar And Grill,2024/06/30 05:00:00+00,Active,"2144 ATWOOD AVE
MADISON, WI 53704",2144,,ATWOOD,AVE,,,,,,,,,2024/02/24 11:00:07+00,Primarily Restaurant,MADISON,120
469-422,Active,Crystal Corners Bar,2024/06/30 05:00:00+00,Active,"1302 WILLIAMSON ST
MADISON, WI 53703",1302,,WILLIAMSON,ST,,,,,,,,,2024/02/24 11:00:07+00,Primarily Restaurant,MADISON,121
47110-48799,Active,Avenue Shell,2024/06/30 05:00:00+00,Active,"4821 ANNAMARK DR
MADISON, WI 53704",4821,,ANNAMARK,DR,,,,,,,,,2024/02/24 11:00:07+00,Retail Food Establishment,MADISON,122
47505-36275,Active,Culver's Frozen Custard,2024/06/30 05:00:00+00,Active,"1325 NORTHPORT DR
MADISON, WI 53704",1325,,NORTHPORT,DR,,,,,,,,,2024/02/24 11:00:07+00,Primarily Restaurant,MADISON,123
47698-36615,Active,Briarwood Apartments,2024/06/30 05:00:00+00,Active,"1802 FORDEM AVE
MADISON, WI 53704",1802,,FORDEM,AVE,,,,,,,,,2024/02/24 11:00:07+00,Swimming Pool,MADISON,124
47776-36884,Active,Chuck E Cheese's,2024/06/30 05:00:00+00,Active,"438 GRAND CANYON DR
MADISON, WI 53719",438,,GRAND CANYON,DR,,,,,,,,,2024/02/24 11:00:07+00,Primarily Restaurant,MADISON,125
47872-36586,Active,Swimwest Family Fitness Center,2024/06/30 05:00:00+00,Active,"1001 DEMING WAY
MADISON, WI 53717",1001,,DEMING,WAY,,,,,,,,,2024/02/24 11:00:07+00,Swimming Pool,MADISON,126
48262-37378,Active,Culver's Frozen Custard Arboretum,2024/06/30 05:00:00+00,Active,"2102 W BELTLINE HWY
MADISON, WI 53713",2102,W,BELTLINE,HWY,,,,,,,,,2024/02/24 11:00:07+00,Primarily Restaurant,MADISON,127
48311-88721,Active,Paradies Shops,2024/06/30 05:00:00+00,Active,"4000 INTERNATIONAL LN
MADISON, WI 53704",4000,,INTERNATIONAL,LN,,,,,,,,,2024/02/24 11:00:07+00,Retail Food Establishment,MADISON,128
48315-37481,Active,Walgreens #2967,2024/06/30 05:00:00+00,Active,"1725 NORTHPORT DR
MADISON, WI 53704",1725,,NORTHPORT,DR,,,,,,,,,2024/02/24 11:00:07+00,Retail Food Establishment,MADISON,129
48317-37487,Active,Walgreens #2879,2024/06/30 05:00:00+00,Active,"2121 S PARK ST
MADISON, WI 53713",2121,S,PARK,ST,,,,,,,,,2024/02/24 11:00:07+00,Retail Food Establishment,MADISON,130
48318-37490,Active,Walgreens #111,2024/06/30 05:00:00+00,Active,"676 STATE ST
MADISON, WI 53703",676,,STATE,ST,,,,,,,,,2024/02/24 11:00:07+00,Retail Food Establishment,MADISON,131
48395-37568,Active,Barnes & Noble #2720,2024/06/30 05:00:00+00,Active,"7433 MINERAL POINT RD
MADISON, WI 53717",7433,,MINERAL POINT,RD,,,,,,,,,2024/02/24 11:00:07+00,Retail Food Establishment,MADISON,132
48680-38151,Active,Tornado Steak House,2024/06/30 05:00:00+00,Active,"116 S HAMILTON ST
MADISON, WI 53703",116,S,HAMILTON,ST,,,,,,,,,2024/02/24 11:00:07+00,Primarily Restaurant,MADISON,133
48889-43221,Active,Woodmans Food Market #20,2024/06/30 05:00:00+00,Active,"711 S GAMMON RD
MADISON, WI 53719",711,S,GAMMON,RD,,,,,,,,,2024/02/24 11:00:07+00,Retail Food Establishment,MADISON,134
48890-38998,Active,Mactaggarts,2024/06/30 05:00:00+00,Active,"230 LAKELAWN PL
MADISON, WI 53703",230,,LAKELAWN,PL,,,,,,,,,2024/02/24 11:00:07+00,Retail Food Establishment,MADISON,135
48913-37880,Active,Copper Top Restaurant,2024/06/30 05:00:00+00,Active,"5401 SCHROEDER RD
MADISON, WI 53711",5401,,SCHROEDER,RD,,,,,,,,,2024/02/24 11:00:07+00,Primarily Restaurant,MADISON,136
50700-40545,Active,Princeton Health & Fitness,2024/06/30 05:00:00+00,Active,"1726 EAGAN RD
MADISON, WI 53704",1726,,EAGAN,RD,,,,,,,,,2024/02/24 11:00:07+00,Swimming Pool,MADISON,137
50700-40546,Active,Princeton Health & Fitness,2024/06/30 05:00:00+00,Active,"1726 EAGAN RD
MADISON, WI 53704",1726,,EAGAN,RD,,,,,,,,,2024/02/24 11:00:07+00,Swimming Pool,MADISON,138
50879-73685,Active,Whole Foods Market,2024/06/30 05:00:00+00,Active,"3313 UNIVERSITY AVE
MADISON, WI 53705",3313,,UNIVERSITY,AVE,,,,,,,,,2024/02/24 11:00:07+00,Retail Food Establishment,MADISON,139
51016-40975,Active,Target Store T-1060,2024/06/30 05:00:00+00,Active,"201 JUNCTION RD
MADISON, WI 53717",201,,JUNCTION,RD,,,,,,,,,2024/02/24 11:00:07+00,Retail Food Establishment,MADISON,140
51345-42361,Active,Monona Catering,2024/06/30 05:00:00+00,Active,"1 JOHN NOLEN DR
MADISON, WI 53703",1,,JOHN NOLEN,DR,,,,,,,,,2024/02/24 11:00:07+00,Primarily Restaurant,MADISON,141
51714-42601,Active,"Aancora Coffee Roaster (2), Launch Deck Bar, Stella Bar, Goose Island Bar, Madtown Gastro Pub, Metcalfe's, Vinoteca Wine & Tapas, Look Mom No Hands, Picnic Point Public House",2024/06/30 05:00:00+00,Active,"4000 INTERNATIONAL LN
MADISON, WI 53704",4000,,INTERNATIONAL,LN,,,,,,,,,2024/02/24 11:00:07+00,Retail Food Establishment,MADISON,142
52183-43077,Active,Target Store T-1069,2024/06/30 05:00:00+00,Active,"4301 LIEN RD
MADISON, WI 53704",4301,,LIEN,RD,,,,,,,,,2024/02/24 11:00:07+00,Retail Food Establishment,MADISON,143
52453-43528,Active,Parkview Apartments,2024/06/30 05:00:00+00,Active,"725 W WASHINGTON AVE 103
MADISON, WI 53715",725,W,WASHINGTON,AVE,103,,,,,,,,2024/02/24 11:00:07+00,Swimming Pool,MADISON,144
52460-43553,Active,Mickey's Tavern,2024/06/30 05:00:00+00,Active,"1524 WILLIAMSON ST
MADISON, WI 53703",1524,,WILLIAMSON,ST,,,,,,,,,2024/02/24 11:00:07+00,Primarily Restaurant,MADISON,145
52528-44767,Active,Locker Room,2024/06/30 05:00:00+00,Active,"1810 ROTH ST
MADISON, WI 53704",1810,,ROTH,ST,,,,,,,,,2024/02/24 11:00:07+00,Primarily Restaurant,MADISON,146
52867-44428,Active,Outback Steakhouse,2024/06/30 05:00:00+00,Active,"279 JUNCTION RD
MADISON, WI 53717",279,,JUNCTION,RD,,,,,,,,,2024/02/24 11:00:07+00,Primarily Restaurant,MADISON,147
53157-44762,Active,Mendota Mental Health Institute,2024/06/30 05:00:00+00,Active,"301 TROY DR
MADISON, WI 53704",301,,TROY,DR,,,,,,,,,2024/02/24 11:00:07+00,Primarily Restaurant,MADISON,148
53385-45069,Active,Speedway #4132,2024/06/30 05:00:00+00,Active,"4902 VERONA RD
MADISON, WI 53711",4902,,VERONA,RD,,,,,,,,,2024/02/24 11:00:07+00,Retail Food Establishment,MADISON,149
53625-47058,Active,Club 5,2024/06/30 05:00:00+00,Active,"5 APPLEGATE CT
MADISON, WI 53713",5,,APPLEGATE,CT,,,,,,,,,2024/02/24 11:00:07+00,Primarily Restaurant,MADISON,150
53627-45433,Active,Walgreens #4155,2024/06/30 05:00:00+00,Active,"15 E MAIN ST
MADISON, WI 53703",15,E,MAIN,ST,,,,,,,,,2024/02/24 11:00:07+00,Retail Food Establishment,MADISON,151
53830-45688,Active,Regent Market Co-op,2024/06/30 05:00:00+00,Active,"2136 REGENT ST
MADISON, WI 53726",2136,,REGENT,ST,,,,,,,,,2024/02/24 11:00:07+00,Retail Food Establishment,MADISON,152
53866-46025,Active,Noodles & Company,2024/06/30 05:00:00+00,Active,"7050 SLIGO DR
MADISON, WI 53717",7050,,SLIGO,DR,,,,,,,,,2024/02/24 11:00:07+00,Primarily Restaurant,MADISON,153
53867-46024,Active,Noodles & Company,2024/06/30 05:00:00+00,Active,"232 STATE ST
MADISON, WI 53703",232,,STATE,ST,,,,,,,,,2024/02/24 11:00:07+00,Primarily Restaurant,MADISON,154
53868-45742,Active,Starbucks Coffee Company #2309,2024/06/30 05:00:00+00,Active,"661 STATE ST
MADISON, WI 53703",661,,STATE,ST,,,,,,,,,2024/02/24 11:00:07+00,Retail Food Establishment,MADISON,155
53953-46815,Active,La Hacienda Restaurant,2024/06/30 05:00:00+00,Active,"515 S PARK ST
MADISON, WI 53715",515,S,PARK,ST,,,,,,,,,2024/02/24 11:00:07+00,Primarily Restaurant,MADISON,156
53985-45882,Active,Chez Vous,2024/06/30 05:00:00+00,Active,"831 WILLIAMSON ST
MADISON, WI 53703",831,,WILLIAMSON,ST,,,,,,,,,2024/02/24 11:00:07+00,Primarily Restaurant,MADISON,157
53989-46256,Active,City Bar And Restaurant,2024/06/30 05:00:00+00,Active,"636 STATE ST
MADISON, WI 53703",636,,STATE,ST,,,,,,,,,2024/02/24 11:00:07+00,Primarily Restaurant,MADISON,158
54054-47174,Active,Eagles Club,2024/06/30 05:00:00+00,Active,"2109 BARTILLON DR
MADISON, WI 53704",2109,,BARTILLON,DR,,,,,,,,,2024/02/24 11:00:07+00,Primarily Restaurant,MADISON,159
54901-47105,Active,Wendy's,2024/06/30 05:00:00+00,Active,"633 S GAMMON RD
MADISON, WI 53719",633,S,GAMMON,RD,,,,,,,,,2024/02/24 11:00:07+00,Primarily Restaurant,MADISON,160
54902-47106,Active,Wendy's,2024/06/30 05:00:00+00,Active,"3910 E WASHINGTON AVE
MADISON, WI 53704",3910,E,WASHINGTON,AVE,,,,,,,,,2024/02/24 11:00:07+00,Primarily Restaurant,MADISON,161
54903-47107,Active,Wendy's,2024/06/30 05:00:00+00,Active,"2431 S STOUGHTON RD
MADISON, WI 53716",2431,S,STOUGHTON,RD,,,,,,,,,2024/02/24 11:00:07+00,Primarily Restaurant,MADISON,162
55071-47322,Active,Boulder Creek Apartments,2024/06/30 05:00:00+00,Active,"1080 PLEASANT VIEW RD
MIDDLETON, WI 53562",1080,,PLEASANT VIEW,RD,,,,,,,,,2024/02/24 11:00:07+00,Swimming Pool,MIDDLETON,163
55114-47425,Active,Walgreens #4805,2024/06/30 05:00:00+00,Active,"4518 COTTAGE GROVE RD
MADISON, WI 53716",4518,,COTTAGE GROVE,RD,,,,,,,,,2024/02/24 11:00:07+00,Retail Food Establishment,MADISON,164
55122-47882,Active,Fabiola's Spaghetti House/Leopold Books Bar Cafe,2024/06/30 05:00:00+00,Active,"1301 REGENT ST
MADISON, WI 53715",1301,,REGENT,ST,,,,,,,,,2024/02/24 11:00:07+00,Primarily Restaurant,MADISON,165
55132-48367,Active,Roaring Fork Llc,2024/06/30 05:00:00+00,Active,"548 STATE ST
MADISON, WI 53703",548,,STATE,ST,,,,,,,,,2024/02/24 11:00:07+00,Primarily Restaurant,MADISON,166
55180-47587,Active,Extended Stay Hotels,2024/06/30 05:00:00+00,Active,"45 JUNCTION CT
MADISON, WI 53717",45,,JUNCTION,CT,,,,,,,,,2024/02/24 11:00:07+00,Hotel/Motel,MADISON,167
55180-76859,Active,Esa P Portfolio Operating,2024/06/30 05:00:00+00,Active,"45 JUNCTION CT
MADISON, WI 53717",45,,JUNCTION,CT,,,,,,,,,2024/02/24 11:00:07+00,Retail Food Establishment,MADISON,168
55204-47640,Active,Extended Stay Hotels,2024/06/30 05:00:00+00,Active,"55 JUNCTION CT
MADISON, WI 53717",55,,JUNCTION,CT,,,,,,,,,2024/02/24 11:00:07+00,Hotel/Motel,MADISON,169
55448-48170,Active,Old Sauk Mobil,2024/06/30 05:00:00+00,Active,"33 JUNCTION CT
MADISON, WI 53717",33,,JUNCTION,CT,,,,,,,,,2024/02/24 11:00:07+00,Retail Food Establishment,MADISON,170
55618-48343,Active,"Curve, The",2024/06/30 05:00:00+00,Active,"653 S PARK ST
MADISON, WI 53715",653,S,PARK,ST,,,,,,,,,2024/02/24 11:00:07+00,Primarily Restaurant,MADISON,171
55644-48642,Active,Mobil Mart,2024/06/30 05:00:00+00,Active,"8230 WATTS RD
MADISON, WI 53719",8230,,WATTS,RD,,,,,,,,,2024/02/24 11:00:07+00,Retail Food Establishment,MADISON,172
55651-49283,Active,Oak Crest Tavern,2024/06/30 05:00:00+00,Active,"5371 OLD MIDDLETON RD
MADISON, WI 53705",5371,,OLD MIDDLETON,RD,,,,,,,,,2024/02/24 11:00:07+00,Primarily Restaurant,MADISON,173
55687-48457,Active,Spence Motel,2024/06/30 05:00:00+00,Active,"3575 E WASHINGTON AVE
MADISON, WI 53704",3575,E,WASHINGTON,AVE,,,,,,,,,2024/02/24 11:00:07+00,Hotel/Motel,MADISON,174
55696-48461,Active,Aldi,2024/06/30 05:00:00+00,Active,"3925 LIEN RD
MADISON, WI 53704",3925,,LIEN,RD,,,,,,,,,2024/02/24 11:00:07+00,Retail Food Establishment,MADISON,175
55819-55302,Active,St Bernard Church,2024/06/30 05:00:00+00,Active,"2438 ATWOOD AVE
MADISON, WI 53704",2438,,ATWOOD,AVE,,,,,,,,,2024/02/24 11:00:07+00,Primarily Restaurant,MADISON,176
56137-49099,Active,Capital Fitness,2024/06/30 05:00:00+00,Active,"302 E WASHINGTON AVE 201
MADISON, WI 53703",302,E,WASHINGTON,AVE,201,,,,,,,,2024/02/24 11:00:07+00,Retail Food Establishment,MADISON,177
56318-49811,Active,Wisco,2024/06/30 05:00:00+00,Active,"852 WILLIAMSON ST
MADISON, WI 53703",852,,WILLIAMSON,ST,,,,,,,,,2024/02/24 11:00:07+00,Primarily Restaurant,MADISON,178
56334-49370,Active,Richmond Hills Apartments,2024/06/30 05:00:00+00,Active,"1610 KINGS MILL WAY
MADISON, WI 53718",1610,,KINGS MILL,WAY,,,,,,,,,2024/02/24 11:00:07+00,Swimming Pool,MADISON,179
56646-49828,Active,Stone Creek,2024/06/30 05:00:00+00,Active,"6902 EAST PASS
MADISON, WI 53719",6902,,EAST,PASS,,,,,,,,,2024/02/24 11:00:07+00,Swimming Pool,MADISON,180
56914-50750,Active,Jordan's Big 10 Pub,2024/06/30 05:00:00+00,Active,"1330 REGENT ST
MADISON, WI 53715",1330,,REGENT,ST,,,,,,,,,2024/02/24 11:00:07+00,Primarily Restaurant,MADISON,181
57189-50614,Active,Walgreens #5233,2024/06/30 05:00:00+00,Active,"6601 MCKEE RD
MADISON, WI 53719",6601,,MCKEE,RD,,,,,,,,,2024/02/24 11:00:07+00,Retail Food Establishment,MADISON,182
57316-50863,Active,Walgreens #4240,2024/06/30 05:00:00+00,Active,"3710 E WASHINGTON AVE
MADISON, WI 53704",3710,E,WASHINGTON,AVE,,,,,,,,,2024/02/24 11:00:07+00,Retail Food Establishment,MADISON,183
57566-73593,Active,Mobil Mart,2024/06/30 05:00:00+00,Active,"2601 SHOPKO DR
MADISON, WI 53704",2601,,SHOPKO,DR,,,,,,,,,2024/02/24 11:00:07+00,Retail Food Establishment,MADISON,184
57597-51282,Active,Glass Nickel Pizza Co,2024/06/30 05:00:00+00,Active,"5003 UNIVERSITY AVE
MADISON, WI 53705",5003,,UNIVERSITY,AVE,,,,,,,,,2024/02/24 11:00:07+00,Primarily Restaurant,MADISON,185
57624-51329,Active,Williamson Street Grocery Co-op,2024/06/30 05:00:00+00,Active,"1221 WILLIAMSON ST
MADISON, WI 53703",1221,,WILLIAMSON,ST,,,,,,,,,2024/02/24 11:00:07+00,Retail Food Establishment,MADISON,186
57723-52076,Active,Madison's,2024/06/30 05:00:00+00,Active,"119 KING ST
MADISON, WI 53703",119,,KING,ST,,,,,,,,,2024/02/24 11:00:07+00,Primarily Restaurant,MADISON,187
57740-54360,Active,Laredo's East,2024/06/30 05:00:00+00,Active,"4001 LIEN RD
MADISON, WI 53704",4001,,LIEN,RD,,,,,,,,,2024/02/24 11:00:07+00,Primarily Restaurant,MADISON,188
57759-51539,Active,Rosati's Pizza,2024/06/30 05:00:00+00,Active,"4933 COMMERCIAL AVE
MADISON, WI 53704",4933,,COMMERCIAL,AVE,,,,,,,,,2024/02/24 11:00:07+00,Primarily Restaurant,MADISON,189
57817-51612,Active,Toppers Pizza,2024/06/30 05:00:00+00,Active,"1368 REGENT ST
MADISON, WI 53715",1368,,REGENT,ST,,,,,,,,,2024/02/24 11:00:07+00,Primarily Restaurant,MADISON,190
57868-51687,Active,Bandung Restaurant,2024/06/30 05:00:00+00,Active,"600 WILLIAMSON ST M
MADISON, WI 53703",600,,WILLIAMSON,ST,M,,,,,,,,2024/02/24 11:00:07+00,Primarily Restaurant,MADISON,191
57965-54471,Active,Lazy Janes,2024/06/30 05:00:00+00,Active,"1358 WILLIAMSON ST
MADISON, WI 53703",1358,,WILLIAMSON,ST,,,,,,,,,2024/02/24 11:00:07+00,Primarily Restaurant,MADISON,192
58113-52024,Active,Ssm Health St. Mary's Hospital - Madison,2024/06/30 05:00:00+00,Active,"700 S PARK ST
MADISON, WI 53715",700,S,PARK,ST,,,,,,,,,2024/02/24 11:00:07+00,Primarily Restaurant,MADISON,193
58275-52718,Active,Bridges Golf Course,2024/06/30 05:00:00+00,Active,"2702 SHOPKO DR
MADISON, WI 53704",2702,,SHOPKO,DR,,,,,,,,,2024/02/24 11:00:07+00,Primarily Restaurant,MADISON,194
58322-53252,Active,Benvenuto's,2024/06/30 05:00:00+00,Active,"1109 FOURIER DR
MADISON, WI 53717",1109,,FOURIER,DR,,,,,,,,,2024/02/24 11:00:07+00,Primarily Restaurant,MADISON,195
58382-53402,Active,Roaring Fork Llc,2024/06/30 05:00:00+00,Active,"2741 UNIVERSITY AVE
MADISON, WI 53705",2741,,UNIVERSITY,AVE,,,,,,,,,2024/02/24 11:00:07+00,Primarily Restaurant,MADISON,196
58400-52502,Active,Aldi,2024/06/30 05:00:00+00,Active,"8222 WATTS RD
MADISON, WI 53719",8222,,WATTS,RD,,,,,,,,,2024/02/24 11:00:07+00,Retail Food Establishment,MADISON,197
58679-52921,Active,Capitol City Tattoo,2024/06/30 05:00:00+00,Active,"1349 WILLIAMSON ST
MADISON, WI 53703",1349,,WILLIAMSON,ST,,,,,,,,,2024/02/24 11:00:07+00,Tattoo/Body Piercing,MADISON,198
58835-53265,Active,Holiday Inn Hotel & Suites,2024/06/30 05:00:00+00,Active,"1109 FOURIER DR
MADISON, WI 53717",1109,,FOURIER,DR,,,,,,,,,2024/02/24 11:00:07+00,Hotel/Motel,MADISON,199
58835-54442,Active,Holiday Inn Hotel & Suites,2024/06/30 05:00:00+00,Active,"1109 FOURIER DR
MADISON, WI 53717",1109,,FOURIER,DR,,,,,,,,,2024/02/24 11:00:07+00,Swimming Pool,MADISON,200
58835-54444,Active,Holiday Inn Hotel & Suites,2024/06/30 05:00:00+00,Active,"1109 FOURIER DR
MADISON, WI 53717",1109,,FOURIER,DR,,,,,,,,,2024/02/24 11:00:07+00,Swimming Pool,MADISON,201
59174-54260,Active,Mercado Marimar,2024/06/30 05:00:00+00,Active,"2102 S PARK ST
MADISON, WI 53713",2102,S,PARK,ST,,,,,,,,,2024/02/24 11:00:07+00,Retail Food Establishment,MADISON,202
59194-54292,Active,Steve's Tattoo,2024/06/30 05:00:00+00,Active,"1205 WILLIAMSON ST
MADISON, WI 53703",1205,,WILLIAMSON,ST,,,,,,,,,2024/02/24 11:00:07+00,Tattoo/Body Piercing,MADISON,203
59210-54315,Active,Starbucks Coffee Company #2425,2024/06/30 05:00:00+00,Active,"1 E MAIN ST
MADISON, WI 53703",1,E,MAIN,ST,,,,,,,,,2024/02/24 11:00:07+00,Retail Food Establishment,MADISON,204
59227-54362,Active,Barrington Place Apartments,2024/06/30 05:00:00+00,Active,"5201 BROOKSIDE DR
MADISON, WI 53718",5201,,BROOKSIDE,DR,,,,,,,,,2024/02/24 11:00:07+00,Swimming Pool,MADISON,205
59279-55994,Active,Hilton Madison At Monona Terrace,2024/06/30 05:00:00+00,Active,"9 E WILSON ST
MADISON, WI 53703",9,E,WILSON,ST,,,,,,,,,2024/02/24 11:00:07+00,Hotel/Motel,MADISON,206
59279-55995,Active,Hilton Madison At Monona Terrace,2024/06/30 05:00:00+00,Active,"9 E WILSON ST
MADISON, WI 53703",9,E,WILSON,ST,,,,,,,,,2024/02/24 11:00:07+00,Primarily Restaurant,MADISON,207
59279-55996,Active,Hilton Madison At Monona Terrace,2024/06/30 05:00:00+00,Active,"9 E WILSON ST
MADISON, WI 53703",9,E,WILSON,ST,,,,,,,,,2024/02/24 11:00:07+00,Swimming Pool,MADISON,208
59279-55998,Active,Hilton Madison At Monona Terrace,2024/06/30 05:00:00+00,Active,"9 E WILSON ST
MADISON, WI 53703",9,E,WILSON,ST,,,,,,,,,2024/02/24 11:00:07+00,Swimming Pool,MADISON,209
594-497,Active,Edgewood High School,2024/06/30 05:00:00+00,Active,"2219 MONROE ST
MADISON, WI 53711",2219,,MONROE,ST,,,,,,,,,2024/02/24 11:00:07+00,Swimming Pool,MADISON,210
59768-55388,Active,Culvers East Towne,2024/06/30 05:00:00+00,Active,"4301 EAST TOWNE BLVD
MADISON, WI 53704",4301,,EAST TOWNE,BLVD,,,,,,,,,2024/02/24 11:00:07+00,Primarily Restaurant,MADISON,211
59871-55545,Active,Walgreens #6132,2024/06/30 05:00:00+00,Active,"2909 E WASHINGTON AVE
MADISON, WI 53704",2909,E,WASHINGTON,AVE,,,,,,,,,2024/02/24 11:00:07+00,Retail Food Establishment,MADISON,212
59875-55556,Active,La Bamba Mexican Restaurant,2024/06/30 05:00:00+00,Active,"710 S GAMMON RD
MADISON, WI 53719",710,S,GAMMON,RD,,,,,,,,,2024/02/24 11:00:07+00,Primarily Restaurant,MADISON,213
59970-55650,Active,Sauk Garden Apartment Homes,2024/06/30 05:00:00+00,Active,"8501 OLD SAUK RD
MADISON, WI 53705",8501,,OLD SAUK,RD,,,,,,,,,2024/02/24 11:00:07+00,Swimming Pool,MADISON,214
60297-56041,Active,Oriental Food Mart,2024/06/30 05:00:00+00,Active,"1206 S PARK ST
MADISON, WI 53715",1206,S,PARK,ST,,,,,,,,,2024/02/24 11:00:07+00,Retail Food Establishment,MADISON,215
60459-56453,Active,Johnny Delmonico's,2024/06/30 05:00:00+00,Active,"130 S PINCKNEY ST
MADISON, WI 53703",130,S,PINCKNEY,ST,,,,,,,,,2024/02/24 11:00:07+00,Primarily Restaurant,MADISON,216
60472-56327,Active,El Burrito Loco Food Cart,2024/06/30 05:00:00+00,Active,"106 JANESVILLE ST
OREGON, WI 53575",106,,JANESVILLE,ST,,,,,,,,,2024/02/24 11:00:07+00,Restaurant Mobile Cart,OREGON,217
60539-56436,Active,Ultimate Arts Tattoo,2024/06/30 05:00:00+00,Active,"3236 COMMERCIAL AVE
MADISON, WI 53714",3236,,COMMERCIAL,AVE,,,,,,,,,2024/02/24 11:00:07+00,Tattoo/Body Piercing,MADISON,218
606-500,Active,Madison Elks Lodge #410,2024/06/30 05:00:00+00,Active,"711 JENIFER ST
MADISON, WI 53703",711,,JENIFER,ST,,,,,,,,,2024/02/24 11:00:07+00,Primarily Restaurant,MADISON,219
6078-1886,Active,Woodmans Food Market #16,2024/06/30 05:00:00+00,Active,"3817 MILWAUKEE ST
MADISON, WI 53714",3817,,MILWAUKEE,ST,,,,,,,,,2024/02/24 11:00:07+00,Retail Food Establishment,MADISON,220
60802-62307,Active,Lincoln Ridge Apartments,2024/06/30 05:00:00+00,Active,"4 S LINCOLN RIDGE DR
MADISON, WI 53719",4,S,LINCOLN RIDGE,DR,,,,,,,,,2024/02/24 11:00:07+00,Swimming Pool,MADISON,221
60973-79789,Active,Central Wisconsin Center,2024/06/30 05:00:00+00,Active,"317 KNUTSON DR
MADISON, WI 53704",317,,KNUTSON,DR,,,,,,,,,2024/02/24 11:00:07+00,Primarily Restaurant,MADISON,222
61427-58570,Active,Himalchuli Restaurant,2024/06/30 05:00:00+00,Active,"318 STATE ST
MADISON, WI 53703",318,,STATE,ST,,,,,,,,,2024/02/24 11:00:07+00,Primarily Restaurant,MADISON,223
61469-58655,Active,Subway,2024/06/30 05:00:00+00,Active,"5551 EASTPARK BLVD
MADISON, WI 53718",5551,,EASTPARK,BLVD,,,,,,,,,2024/02/24 11:00:07+00,Primarily Restaurant,MADISON,224
61471-60673,Active,La Taguara Bar & Grill,2024/06/30 05:00:00+00,Active,"3010 CROSSROADS DR
MADISON, WI 53718",3010,,CROSSROADS,DR,,,,,,,,,2024/02/24 11:00:07+00,Primarily Restaurant,MADISON,225
61488-58699,Active,Province Hill Apartments,2024/06/30 05:00:00+00,Active,"7602 MID TOWN RD
MADISON, WI 53719",7602,,MID TOWN,RD,,,,,,,,,2024/02/24 11:00:07+00,Swimming Pool,MADISON,226
61537-58780,Active,High Point Woods Apartments,2024/06/30 05:00:00+00,Active,"1 HIGH POINT WOODS DR
MADISON, WI 53719",1,,HIGH POINT WOODS,DR,,,,,,,,,2024/02/24 11:00:07+00,Swimming Pool,MADISON,227
61585-58951,Active,Mother Fool's Coffeehouse,2024/06/30 05:00:00+00,Active,"1101 WILLIAMSON ST
MADISON, WI 53703",1101,,WILLIAMSON,ST,,,,,,,,,2024/02/24 11:00:07+00,Retail Food Establishment,MADISON,228
61653-59153,Active,Waterside Apartments,2024/06/30 05:00:00+00,Active,"9201 WATERSIDE ST
MIDDLETON, WI 53562",9201,,WATERSIDE,ST,,,,,,,,,2024/02/24 11:00:07+00,Swimming Pool,MIDDLETON,229
61702-59273,Active,Starbucks Coffee Company #2572,2024/06/30 05:00:00+00,Active,"434 GAMMON PL
MADISON, WI 53719",434,,GAMMON,PL,,,,,,,,,2024/02/24 11:00:07+00,Retail Food Establishment,MADISON,230
61706-59287,Active,Roaring Fork Llc,2024/06/30 05:00:00+00,Active,"6650 MINERAL POINT RD
MADISON, WI 53705",6650,,MINERAL POINT,RD,,,,,,,,,2024/02/24 11:00:07+00,Primarily Restaurant,MADISON,231
61728-59512,Active,Oakwood Village East,2024/06/30 05:00:00+00,Active,"5565 TANCHO DR
MADISON, WI 53718",5565,,TANCHO,DR,,,,,,,,,2024/02/24 11:00:07+00,Primarily Restaurant,MADISON,232
61815-59425,Active,Culver's Cottage Grove Rd,2024/06/30 05:00:00+00,Active,"4401 COTTAGE GROVE RD
MADISON, WI 53716",4401,,COTTAGE GROVE,RD,,,,,,,,,2024/02/24 11:00:07+00,Primarily Restaurant,MADISON,233
62101-59845,Active,King's Inn Motel,2024/06/30 05:00:00+00,Active,"901 APPLEGATE RD
MADISON, WI 53713",901,,APPLEGATE,RD,,,,,,,,,2024/02/24 11:00:07+00,Hotel/Motel,MADISON,234
62137-69963,Active,Brass Ring Bar & Restaurant,2024/06/30 05:00:00+00,Active,"701 E WASHINGTON AVE
MADISON, WI 53703",701,E,WASHINGTON,AVE,,,,,,,,,2024/02/24 11:00:07+00,Primarily Restaurant,MADISON,235
62243-60110,Active,Walmart Store #2335,2024/06/30 05:00:00+00,Active,"4198 NAKOOSA TRL
MADISON, WI 53714",4198,,NAKOOSA,TRL,,,,,,,,,2024/02/24 11:00:07+00,Retail Food Establishment,MADISON,236
